"","DATETIME_UTC","DATETIME_MST","WTempC","ConduS","SpConduS","CHLrfu","CHLugL","BGAPCrfu","BGAPCugL","odomgL","odosat","WTemp1m","WTemp2m","WTemp3m","WTemp4m","WTemp5.5m","WTemp7m","odomgL_7m","odosat_7m","PAR7m"
"1916",2025-07-10 11:00:00,2025-07-10 04:00:00,16.51,48.28,57.63,1.13,3.55,0.09,-0.03,7.89,80.8,16.53268,16.53366,15.93939,14.1415,7.804407,5.979608,0.109,0.871954,-0.8
"1917",2025-07-10 11:10:00,2025-07-10 04:10:00,16.5,48.26,57.61,1.11,3.51,-0.01,-0.12,7.89,80.8,16.52517,16.51931,15.95931,14.09066,7.761774,6.006647,0.084,0.671469,-0.1
"1918",2025-07-10 11:30:00,2025-07-10 04:30:00,16.47,48.22,57.61,0.92,2.83,0.05,-0.06,7.89,80.8,16.49685,16.48419,15.96304,14.07199,7.596216,6.083734,0.077,0.615357,0
"1919",2025-07-10 11:40:00,2025-07-10 04:40:00,16.45,48.19,57.59,1.01,3.14,0,-0.11,7.89,80.7,16.47869,16.48116,15.95147,14.03304,7.495142,6.135644,0.078,0.623349,-0.3
"1920",2025-07-10 11:50:00,2025-07-10 04:50:00,16.44,48.19,57.6,0.95,2.94,0,-0.11,7.88,80.6,16.46353,16.46768,15.97128,14.07241,7.477411,6.172143,0.078,0.623507,-0.1
"1921",2025-07-10 12:00:00,2025-07-10 05:00:00,16.45,48.19,57.6,1.17,3.69,0.16,0.03,7.87,80.5,16.46752,16.46527,15.97042,14.03585,7.608026,6.176294,0.073,0.583539,0.1
"1922",2025-07-10 12:10:00,2025-07-10 05:10:00,16.43,48.19,57.62,0.93,2.88,0.08,-0.03,7.84,80.2,16.45132,16.43646,15.98629,14.06048,7.61886,6.074426,0.074,0.591668,0.5
"1923",2025-07-10 12:20:00,2025-07-10 05:20:00,16.41,48.15,57.59,0.98,3.02,0.1,-0.02,7.85,80.2,16.43136,16.43847,15.98284,14.07513,7.630823,5.971307,0.071,0.567681,0.7
"1924",2025-07-10 12:30:00,2025-07-10 05:30:00,16.41,48.15,57.6,1.05,3.29,0.04,-0.08,7.85,80.3,16.43649,16.43676,15.98037,14.1289,7.604059,5.883264,0.071,0.56797,0.1
"1925",2025-07-10 12:40:00,2025-07-10 05:40:00,16.39,48.11,57.58,0.98,3.05,-0.05,-0.16,7.83,79.96,16.41589,16.42748,15.98413,14.05935,7.558923,5.851678,0.069,0.551971,1.5
"1926",2025-07-10 12:50:00,2025-07-10 05:50:00,16.39,48.12,57.58,1.06,3.31,0,-0.11,7.83,80,16.41354,16.41079,15.99465,14.10247,7.516962,5.848199,0.069,0.552659,1.7
"1927",2025-07-10 13:00:00,2025-07-10 06:00:00,16.38,48.1,57.58,1,3.11,-0.03,-0.14,7.83,80,16.40469,16.40396,15.98449,14.06399,7.477624,5.84646,0.07,0.560669,1.8
"1928",2025-07-10 13:10:00,2025-07-10 06:10:00,16.37,48.08,57.57,0.87,2.67,0.01,-0.11,7.82,79.8,16.38815,16.38656,15.9931,14.08965,7.467248,5.848596,0.071,0.568823,3.3
"1929",2025-07-10 13:20:00,2025-07-10 06:20:00,16.35,48.05,57.56,0.99,3.08,0.01,-0.1,7.8,79.63,16.36059,16.37432,15.99951,14.06634,7.46322,5.849817,0.07,0.560954,2.6
"1930",2025-07-10 13:30:00,2025-07-10 06:30:00,16.33,48.03,57.55,0.92,2.82,-0.01,-0.12,7.81,79.68,16.35012,16.36315,16.00164,14.03549,7.485712,5.852167,0.07,0.561096,2
"1931",2025-07-10 13:40:00,2025-07-10 06:40:00,16.33,48.04,57.57,0.96,2.96,0,-0.11,7.82,79.75,16.35073,16.3464,16.00799,13.94723,7.544702,5.860559,0.068,0.544788,2.5
"1932",2025-07-10 13:50:00,2025-07-10 06:50:00,16.3,47.97,57.53,1,3.11,0.01,-0.1,7.8,79.58,16.32281,16.33087,16.01171,13.92004,7.652093,5.868555,0.068,0.545065,1.6
"1933",2025-07-10 14:00:00,2025-07-10 07:00:00,16.29,47.99,57.57,0.63,1.82,0,-0.11,7.8,79.48,16.32083,16.32742,15.99819,13.88769,7.713281,5.875635,0.069,0.551831,3.4
"1934",2025-07-10 14:10:00,2025-07-10 07:10:00,16.3,47.96,57.52,0.74,2.2,0.08,-0.04,7.81,79.59,16.32507,16.32772,16.01,13.92089,7.726648,5.877801,0.069,0.551564,5.2
"1935",2025-07-10 14:30:00,2025-07-10 07:30:00,16.28,47.96,57.54,0.68,1.97,-0.06,-0.17,7.81,79.56,16.31341,16.30343,15.99719,13.9606,7.709527,5.9526,0.069,0.551424,9.1
"1936",2025-07-10 14:40:00,2025-07-10 07:40:00,16.28,47.93,57.51,0.73,2.16,0.07,-0.05,7.8,79.52,16.31265,16.30148,15.99395,13.88479,7.618188,5.97558,0.068,0.54357,11.3
"1937",2025-07-10 14:50:00,2025-07-10 07:50:00,16.26,47.91,57.52,0.66,1.91,0.03,-0.09,7.8,79.48,16.29333,16.29354,15.997,13.93756,7.634058,6.003046,0.069,0.551143,10.6
"1938",2025-07-10 15:00:00,2025-07-10 08:00:00,16.27,47.93,57.53,0.66,1.93,-0.05,-0.16,7.76,79.1,16.2954,16.29366,15.98898,13.85259,7.599084,5.995386,0.068,0.543294,10.4
"1939",2025-07-10 15:10:00,2025-07-10 08:10:00,16.25,47.91,57.52,0.64,1.85,0,-0.11,7.8,79.48,16.28414,16.26513,15.96173,13.85559,7.617883,5.957056,0.069,0.551283,11.4
"1940",2025-07-10 15:20:00,2025-07-10 08:20:00,16.24,47.92,57.55,0.74,2.21,0.06,-0.05,7.8,79.45,16.27432,16.27838,16.0021,13.7937,7.615594,5.931756,0.068,0.543017,18.1
"1941",2025-07-10 15:30:00,2025-07-10 08:30:00,16.22,47.9,57.55,0.63,1.82,0.15,0.03,7.8,79.44,16.26754,16.26577,16.03338,13.79891,7.569849,5.895593,0.069,0.551283,19
"1942",2025-07-10 15:40:00,2025-07-10 08:40:00,16.22,47.87,57.52,0.88,2.68,0,-0.11,7.83,79.69,16.26925,16.26577,16.00268,13.87774,7.546075,5.857202,0.082,0.655632,5.5
"1943",2025-07-10 15:50:00,2025-07-10 08:50:00,16.23,47.88,57.51,0.88,2.69,0.05,-0.06,7.81,79.54,16.28109,16.26113,16.03622,13.83795,7.499933,5.854394,0.094,0.751406,18.5
"1944",2025-07-10 16:10:00,2025-07-10 09:10:00,16.24,47.93,57.56,0.86,2.62,-0.02,-0.13,7.81,79.58,16.30062,16.28543,15.95504,13.96835,7.529626,5.854547,0.129,1.032734,27
"1945",2025-07-10 16:20:00,2025-07-10 09:20:00,16.26,47.93,57.54,0.93,2.86,0.09,-0.03,7.82,79.72,16.35067,16.3601,15.95806,13.93286,7.536157,5.846643,0.143,1.143649,8.5
"1946",2025-07-10 16:30:00,2025-07-10 09:30:00,16.27,47.96,57.56,0.9,2.74,0.01,-0.1,7.81,79.58,16.33795,16.28967,15.97131,13.88278,7.637445,5.835077,0.133,1.063944,5.3
"1947",2025-07-10 16:40:00,2025-07-10 09:40:00,16.27,47.95,57.54,0.85,2.57,0.05,-0.07,7.83,79.76,16.34646,16.2525,15.9931,13.9551,7.598596,5.844324,0.121,0.967457,31.6
"1948",2025-07-10 16:50:00,2025-07-10 09:50:00,16.28,47.98,57.57,0.82,2.47,0,-0.11,7.83,79.76,16.33483,16.25152,15.98101,13.8525,7.559442,5.847833,0.154,1.231622,35.9
"1949",2025-07-10 17:00:00,2025-07-10 10:00:00,16.29,47.97,57.55,0.9,2.76,0.02,-0.1,7.82,79.74,16.34347,16.28005,15.97882,13.97759,7.522943,5.84881,0.18,1.439559,33.3
"1950",2025-07-10 17:10:00,2025-07-10 10:10:00,16.3,48.01,57.57,0.78,2.34,0.06,-0.06,7.83,79.81,16.31579,16.22528,15.97802,13.97155,7.567285,5.869562,0.22,1.759908,40.9
"1951",2025-07-10 17:20:00,2025-07-10 10:20:00,16.3,48.01,57.58,0.72,2.12,0.05,-0.07,7.85,80.1,16.33715,16.23821,16.01489,14.02352,7.562555,5.874689,0.254,2.034944,34.3
"1952",2025-07-10 17:30:00,2025-07-10 10:30:00,16.29,47.96,57.54,0.71,2.08,-0.04,-0.15,7.88,80.3,16.32,16.26611,16.04843,13.85937,7.543939,5.939996,0.283,2.270103,43
"1953",2025-07-10 17:50:00,2025-07-10 10:50:00,16.27,47.93,57.52,0.79,2.36,0.06,-0.06,7.86,80.1,16.2539,16.20449,16.04089,13.86938,7.625238,5.933649,0.303,2.432385,44
"1954",2025-07-10 18:00:00,2025-07-10 11:00:00,16.28,47.99,57.58,0.66,1.92,-0.08,-0.19,7.85,80,16.28265,16.21096,16.06005,13.91104,7.594354,5.914514,0.299,2.400822,52.6
"1955",2025-07-10 18:10:00,2025-07-10 11:10:00,16.31,48.08,57.64,0.51,1.38,-0.02,-0.13,7.87,80.2,16.35681,16.21279,16.03491,14.00356,7.591669,5.940912,0.255,2.049602,59.1
"1956",2025-07-10 18:20:00,2025-07-10 11:20:00,16.34,48.07,57.59,0.4,1.01,0.06,-0.06,7.88,80.4,16.43063,16.26538,16.00912,14.0682,7.482294,5.900659,0.244,1.962132,62.4
"1957",2025-07-10 18:30:00,2025-07-10 11:30:00,16.41,48.17,57.63,0.89,2.71,0.04,-0.07,7.89,80.7,16.52136,16.29754,15.99209,14.22772,7.506341,5.906427,0.235,1.890716,17
"1958",2025-07-10 18:40:00,2025-07-10 11:40:00,16.44,48.23,57.66,0.7,2.06,-0.07,-0.18,7.91,80.9,16.5122,16.34704,15.97387,14.28005,7.512689,5.915674,0.224,1.802671,12.2
"1959",2025-07-10 18:50:00,2025-07-10 11:50:00,16.44,48.19,57.61,0.72,2.12,0.05,-0.07,7.91,80.9,16.47372,16.3204,16.00933,14.3619,7.463464,5.954401,0.232,1.867052,23.6
"1960",2025-07-10 19:00:00,2025-07-10 12:00:00,16.44,48.19,57.61,0.61,1.74,-0.02,-0.13,7.91,80.9,16.45776,16.33987,16.04116,14.42886,7.517725,5.986444,0.243,1.956517,82.6
"1961",2025-07-10 19:10:00,2025-07-10 12:10:00,16.51,48.31,57.66,0.68,2,0.02,-0.09,7.94,81.3,16.47201,16.34106,16.07885,14.28881,7.552881,6.007623,0.264,2.125061,80.3
"1962",2025-07-10 19:20:00,2025-07-10 12:20:00,16.59,48.42,57.68,0.73,2.17,0,-0.12,7.93,81.4,16.53671,16.39471,16.12991,14.28701,7.536737,6.037439,0.257,2.069238,19.3
"1963",2025-07-10 19:40:00,2025-07-10 12:40:00,16.74,48.66,57.78,0.76,2.27,0.06,-0.05,7.94,81.7,16.60522,16.44613,16.018,14.33438,7.665582,6.060022,0.261,2.101445,81.5
"1964",2025-07-10 19:50:00,2025-07-10 12:50:00,16.72,48.6,57.73,0.74,2.2,-0.02,-0.13,7.94,81.7,16.64184,16.44149,15.91287,14.40722,7.747247,6.08587,0.265,2.134731,13.7
"1965",2025-07-10 20:00:00,2025-07-10 13:00:00,16.76,48.65,57.74,0.73,2.17,0.03,-0.09,7.94,81.8,16.60348,16.40026,15.93749,14.42388,7.870935,6.111475,0.311,2.505859,64.9
"1966",2025-07-10 20:10:00,2025-07-10 13:10:00,16.68,48.55,57.72,0.75,2.24,-0.08,-0.18,7.94,81.6,16.56912,16.37441,15.95465,14.41943,7.862604,6.128412,0.353,2.84499,73.9
"1967",2025-07-10 20:20:00,2025-07-10 13:20:00,16.76,48.67,57.76,0.81,2.46,-0.04,-0.15,7.94,81.7,16.57675,16.37737,16.02212,14.49203,7.847955,6.138116,0.407,3.276965,10.4
"1968",2025-07-10 20:30:00,2025-07-10 13:30:00,16.74,48.62,57.73,0.81,2.43,0.29,0.16,7.94,81.7,16.62008,16.39242,16.01452,14.47012,7.86593,6.143243,0.607,4.875147,15.2
"1969",2025-07-10 20:40:00,2025-07-10 13:40:00,16.78,48.59,57.64,0.5,1.34,0.13,0,7.94,81.8,16.60519,16.38799,15.93991,14.49169,7.831476,6.111963,0.66,5.299474,64
"1970",2025-07-10 21:00:00,2025-07-10 14:00:00,16.89,48.79,57.74,0.79,2.36,0.03,-0.09,7.96,82.2,16.75701,16.38488,16.10211,14.80273,7.599969,6.140222,0.747,5.996672,12.7
"1971",2025-07-10 21:10:00,2025-07-10 14:10:00,16.9,48.81,57.75,0.76,2.28,0.02,-0.1,7.96,82.2,16.74548,16.45199,16.04312,14.25228,7.710046,6.159509,0.677,5.430599,10.6
"1972",2025-07-10 21:20:00,2025-07-10 14:20:00,16.86,48.82,57.82,0.71,2.08,0.04,-0.07,7.97,82.2,16.56124,16.43606,15.93844,14.30496,7.638422,6.21615,0.759,6.088367,49.1
"1973",2025-07-10 21:30:00,2025-07-10 14:30:00,16.91,48.81,57.73,0.73,2.15,0.04,-0.08,7.97,82.3,16.63226,16.41512,15.95678,14.43746,7.594903,6.149316,0.789,6.336888,41.7
"1974",2025-07-10 21:40:00,2025-07-10 14:40:00,16.84,48.77,57.77,0.76,2.27,0.06,-0.05,7.99,82.4,16.80496,16.43301,15.9837,14.4768,7.665308,6.161279,0.721,5.790743,49
"1975",2025-07-10 21:50:00,2025-07-10 14:50:00,16.91,48.81,57.73,0.83,2.51,0.19,0.06,7.97,82.3,16.78085,16.43124,16.02127,13.96307,7.640222,6.1802,0.577,4.619281,33.9
"1976",2025-07-10 22:00:00,2025-07-10 15:00:00,16.95,48.83,57.71,0.64,1.83,-0.02,-0.13,7.98,82.5,16.6911,16.40557,16.04,14.1741,7.461145,6.110528,0.368,2.939429,28.2
"1977",2025-07-10 22:10:00,2025-07-10 15:10:00,16.87,48.76,57.72,0.78,2.35,0.03,-0.08,7.94,81.9,16.69784,16.4056,16.05609,14.62612,7.492334,6.051874,0.209,1.668172,4.4
"1978",2025-07-10 22:20:00,2025-07-10 15:20:00,16.89,48.82,57.77,0.72,2.11,0.07,-0.05,7.9,81.5,16.81814,16.47671,16.10766,14.34109,7.42251,6.055292,0.157,1.252167,24.9
"1979",2025-07-10 22:30:00,2025-07-10 15:30:00,17.08,49.06,57.8,0.76,2.26,0.03,-0.08,7.93,82.2,16.8413,16.43429,16.2405,14.17105,7.321863,6.035516,0.203,1.619043,20.8
"1980",2025-07-10 22:40:00,2025-07-10 15:40:00,17.09,49,57.72,0.79,2.36,0.01,-0.1,7.91,82,16.85665,16.47909,16.27902,14.05795,7.566431,6.034997,0.321,2.56336,23.3
"1981",2025-07-10 22:50:00,2025-07-10 15:50:00,17.07,49.06,57.82,0.69,2.02,0.03,-0.09,7.94,82.3,16.93929,16.51971,16.2781,13.96176,7.515924,6.001764,0.465,3.717062,20.8
"1982",2025-07-10 23:10:00,2025-07-10 16:10:00,17.15,49.12,57.79,0.6,1.69,0.01,-0.11,7.98,82.9,17.00793,16.71392,16.32012,13.57989,7.867517,6.10647,0.24,1.917019,17.8
"1983",2025-07-10 23:20:00,2025-07-10 16:20:00,17.3,49.32,57.82,0.71,2.09,-0.02,-0.13,7.96,82.9,17.1701,16.76498,16.30313,13.64953,7.722833,5.961816,0.251,2.004883,15.3
"1984",2025-07-10 23:30:00,2025-07-10 16:30:00,17.33,49.35,57.83,0.81,2.46,0.09,-0.03,7.98,83.2,17.26095,16.76907,16.34243,13.80148,8.105066,5.847711,0.285,2.27704,13.8
"1985",2025-07-10 23:40:00,2025-07-10 16:40:00,17.33,49.34,57.8,0.94,2.88,0.06,-0.05,7.97,83,17.26736,16.79165,16.32818,13.94116,7.946954,5.84057,0.193,1.540818,10
"1986",2025-07-10 23:50:00,2025-07-10 16:50:00,17.35,49.39,57.84,0.86,2.62,0.01,-0.11,7.97,83.1,17.29678,16.86999,16.39746,14.02801,7.751855,5.824518,0.191,1.525239,11.8
"1987",2025-07-11,2025-07-10 17:00:00,17.36,49.41,57.86,0.92,2.82,0.12,0,7.98,83.2,17.31777,16.94882,16.36355,14.1513,7.613733,5.821924,0.225,1.797205,10.1
"1988",2025-07-11 00:10:00,2025-07-10 17:10:00,17.4,49.45,57.86,0.85,2.57,-0.04,-0.15,7.99,83.3,17.37655,16.99404,16.37576,14.1592,7.522821,5.824975,0.234,1.869094,11.5
"1989",2025-07-11 00:20:00,2025-07-10 17:20:00,17.42,49.45,57.83,0.84,2.55,0.01,-0.1,7.99,83.4,17.41418,17.07089,16.36758,14.33074,7.642053,5.886835,0.291,2.326161,2.6
"1990",2025-07-11 00:30:00,2025-07-10 17:30:00,17.43,49.51,57.88,0.59,1.66,0.06,-0.06,8.01,83.6,17.28918,17.00527,16.35205,14.33496,7.501581,5.791925,0.78,6.255232,11.9
"1991",2025-07-11 00:40:00,2025-07-10 17:40:00,17.42,49.46,57.84,0.98,3.03,0.02,-0.09,8.02,83.7,17.37918,17.06631,16.32125,14.41961,7.583795,5.791986,0.726,5.839627,9.6
"1992",2025-07-11 00:50:00,2025-07-10 17:50:00,17.45,49.51,57.85,0.87,2.65,0.05,-0.07,8.03,83.9,17.46969,17.07101,16.3869,14.71716,7.714807,5.82699,0.65,5.232158,8.8
"1993",2025-07-11 01:00:00,2025-07-10 18:00:00,17.47,49.57,57.9,0.91,2.77,0.02,-0.1,8.02,83.8,17.38464,17.00872,16.40695,14.73528,7.931055,5.852472,0.627,5.049576,7.3
"1994",2025-07-11 01:10:00,2025-07-10 18:10:00,17.47,49.57,57.89,0.92,2.82,0.05,-0.07,8.04,84,17.43337,17.08184,16.4136,14.69683,7.780939,5.793878,0.585,4.712519,5.4
"1995",2025-07-11 01:20:00,2025-07-10 18:20:00,17.5,49.61,57.9,0.93,2.87,0.13,0.01,8.04,84,17.46298,16.76995,16.42034,14.66564,7.827203,5.851373,0.634,5.105951,5.4
"1996",2025-07-11 01:50:00,2025-07-10 18:50:00,17.51,49.62,57.91,0.97,3.01,0.05,-0.07,8.07,84.4,17.46179,16.81036,16.26922,14.80691,7.86474,5.919275,0.251,2.006874,1.1
"1997",2025-07-11 02:00:00,2025-07-10 19:00:00,17.51,49.62,57.9,1.06,3.31,0.07,-0.05,8.07,84.4,17.51623,16.7622,16.27145,14.77734,8.013453,6.06875,0.207,1.654271,0.6
"1998",2025-07-11 02:10:00,2025-07-10 19:10:00,17.51,49.61,57.89,1.08,3.38,-0.01,-0.12,8.07,84.4,17.5364,16.73416,16.23187,14.40887,7.977563,6.14953,0.189,1.511152,0.6
"1999",2025-07-11 02:20:00,2025-07-10 19:20:00,17.51,49.63,57.92,0.99,3.08,0.04,-0.08,8.08,84.5,17.55398,16.71865,16.2459,14.3868,7.862085,6.203271,0.224,1.791451,0.4
"2000",2025-07-11 02:30:00,2025-07-10 19:30:00,17.51,49.66,57.95,1.1,3.46,-0.03,-0.14,8.08,84.5,17.53979,16.74786,16.25051,14.39422,7.804285,6.292566,0.225,1.79899,0.5
"2001",2025-07-11 02:40:00,2025-07-10 19:40:00,17.48,49.62,57.95,1.14,3.59,0.17,0.05,8.09,84.5,17.52529,16.79476,16.25775,14.25073,7.893915,6.228998,0.642,5.144747,0
"2002",2025-07-11 02:50:00,2025-07-10 19:50:00,17.5,49.63,57.92,1.21,3.85,0.1,-0.02,8.09,84.6,17.52886,16.83261,16.28271,13.62939,7.912073,6.171258,0.766,6.141555,-0.3
"2003",2025-07-11 03:00:00,2025-07-10 20:00:00,17.49,49.62,57.92,1.1,3.47,0.06,-0.05,8.1,84.7,17.5245,16.8478,16.27535,13.80999,7.986139,6.059564,0.782,6.272863,-0.3
"2004",2025-07-11 03:10:00,2025-07-10 20:10:00,17.48,49.6,57.92,1.09,3.43,0,-0.11,8.1,84.7,17.51443,16.85192,16.19827,14.19097,7.966272,5.98739,0.399,3.195,0.1
"2005",2025-07-11 03:30:00,2025-07-10 20:30:00,17.49,49.64,57.95,1.01,3.16,0.06,-0.06,8.11,84.8,17.49349,16.66781,16.21221,14.01226,8.054621,5.855798,0.535,4.288378,-0.3
"2006",2025-07-11 03:40:00,2025-07-10 20:40:00,17.5,49.66,57.96,1.12,3.55,0.04,-0.08,8.11,84.8,17.50259,16.69717,16.26409,13.90893,8.152674,5.818445,0.398,3.186992,0
"2007",2025-07-11 03:50:00,2025-07-10 20:50:00,17.48,49.62,57.95,0.94,2.88,0.04,-0.08,8.11,84.7,17.4902,16.7398,16.23116,13.86141,8.057428,5.852685,0.459,3.680964,-0.3
"2008",2025-07-11 04:00:00,2025-07-10 21:00:00,17.44,49.59,57.96,1.05,3.29,0.02,-0.1,8.11,84.6,17.4635,16.74365,16.22985,14.09298,7.99151,5.86236,0.609,4.89245,-1
"2009",2025-07-11 04:10:00,2025-07-10 21:10:00,17.42,49.54,57.93,1.28,4.09,0.22,0.1,8.1,84.6,17.44332,16.73443,16.27258,13.92971,7.69787,5.959924,0.559,4.493049,-0.2
"2010",2025-07-11 04:20:00,2025-07-10 21:20:00,17.4,49.51,57.93,1.31,4.2,0.39,0.25,8.1,84.5,17.4197,16.74737,16.23309,14.07653,7.709222,5.984674,0.556,4.465538,0
"2011",2025-07-11 04:30:00,2025-07-10 21:30:00,17.37,49.5,57.94,1.64,5.35,0.72,0.55,8.09,84.4,17.3858,16.78536,16.23443,14.21606,7.596277,5.994043,0.515,4.131106,-0.6
"2012",2025-07-11 04:40:00,2025-07-10 21:40:00,17.37,49.46,57.91,1.37,4.4,0.1,-0.02,8.09,84.4,17.38342,16.78127,16.29675,14.31903,7.57818,5.967462,0.347,2.778609,0.2
"2013",2025-07-11 05:10:00,2025-07-10 22:10:00,17.35,49.45,57.91,1.31,4.21,0.13,0.01,8.06,84.1,17.34472,16.82006,16.33257,14.41879,7.389246,5.999689,0.219,1.754984,-0.3
"2014",2025-07-11 05:20:00,2025-07-10 22:20:00,17.35,49.44,57.9,1.42,4.57,0,-0.11,8.06,84,17.35052,16.81429,16.33068,14.41708,7.351861,6.04696,0.257,2.058978,-0.2
"2015",2025-07-11 05:30:00,2025-07-10 22:30:00,17.34,49.44,57.91,1.61,5.27,0.63,0.48,8.05,83.9,17.34374,16.83462,16.3193,14.52334,7.39306,6.093378,0.285,2.283883,-0.4
"2016",2025-07-11 05:40:00,2025-07-10 22:40:00,17.33,49.43,57.91,1.33,4.27,0.36,0.22,8.04,83.8,17.34915,16.84002,16.31967,14.38409,7.403436,6.097467,0.365,2.932257,0.1
"2017",2025-07-11 05:50:00,2025-07-10 22:50:00,17.32,49.4,57.89,1.15,3.63,0.05,-0.07,8.04,83.8,17.33041,16.8533,16.33145,14.39129,7.406793,6.09173,0.394,3.163626,0.2
"2018",2025-07-11 06:00:00,2025-07-10 23:00:00,17.3,49.38,57.9,1.23,3.92,0.03,-0.09,8.04,83.7,17.31451,16.86138,16.3514,14.54568,7.389917,6.050073,0.429,3.44894,-0.1
"2019",2025-07-11 06:10:00,2025-07-10 23:10:00,17.28,49.33,57.86,1.34,4.3,0.02,-0.09,8.03,83.6,17.29324,16.83746,16.34176,14.57739,7.27746,6.002313,0.475,3.814016,-0.3
"2020",2025-07-11 06:40:00,2025-07-10 23:40:00,17.23,49.26,57.85,1.28,4.09,-0.04,-0.15,8.01,83.3,17.24136,16.88998,16.207,14.53756,7.61358,5.957178,0.64,5.141491,0.1
"2021",2025-07-11 06:50:00,2025-07-10 23:50:00,17.2,49.21,57.83,1.13,3.58,-0.03,-0.14,8.02,83.3,17.2113,16.89797,16.13098,14.52383,7.52157,5.960077,0.727,5.840413,0.1
"2022",2025-07-11 07:00:00,2025-07-11,17.19,49.22,57.85,1.28,4.08,0,-0.12,8.02,83.3,17.19625,16.88479,16.14565,14.51547,7.557123,5.98208,0.706,5.681633,-0.4
"2023",2025-07-11 07:10:00,2025-07-11 00:10:00,17.16,49.19,57.85,1.15,3.65,-0.05,-0.15,8,83.1,17.17278,16.86807,16.11971,14.41082,7.675104,6.022333,0.656,5.284466,-1.2
"2024",2025-07-11 07:20:00,2025-07-11 00:20:00,17.13,49.14,57.83,1.21,3.86,0.03,-0.08,7.99,83,17.14492,16.90573,16.14086,14.27151,7.802698,6.027765,0.32,2.578375,0.2
"2025",2025-07-11 07:30:00,2025-07-11 00:30:00,17.11,49.09,57.8,1.16,3.68,-0.04,-0.15,7.99,82.8,17.13119,16.85793,16.1311,14.28573,7.886346,6.094354,0.257,2.071282,0.1
"2026",2025-07-11 07:40:00,2025-07-11 00:40:00,17.09,49.06,57.79,1.17,3.69,0.11,-0.01,7.99,82.9,17.10705,16.88595,16.17623,14.34219,7.889032,6.087427,0.248,1.998241,-0.7
"2027",2025-07-11 07:50:00,2025-07-11 00:50:00,17.07,49.03,57.78,1.14,3.61,0.09,-0.03,7.96,82.5,17.09078,16.83511,16.21188,14.42895,7.901544,6.022027,0.24,1.93476,0.1
"2028",2025-07-11 08:00:00,2025-07-11 01:00:00,17.05,49.02,57.8,1.11,3.48,0,-0.11,7.97,82.6,17.06722,16.8533,16.22311,14.53967,7.878961,6.018671,0.272,2.193283,0
"2029",2025-07-11 08:10:00,2025-07-11 01:10:00,17.05,49,57.78,1.07,3.34,-0.02,-0.13,7.96,82.5,17.06503,16.80029,16.22729,14.56008,7.87475,6.020654,0.343,2.765095,-0.2
"2030",2025-07-11 08:20:00,2025-07-11 01:20:00,17.02,48.97,57.78,1.25,3.99,0.02,-0.09,7.96,82.4,17.03475,16.83611,16.25445,14.63662,7.947259,6.056207,0.332,2.678382,-0.5
"2031",2025-07-11 08:30:00,2025-07-11 01:30:00,17.01,48.95,57.77,1.24,3.96,0,-0.11,7.96,82.4,17.02358,16.80209,16.27578,14.52835,7.865716,6.137506,0.286,2.306756,0.1
"2032",2025-07-11 08:40:00,2025-07-11 01:40:00,16.99,48.94,57.78,1.01,3.14,0.09,-0.03,7.95,82.3,17.00418,16.78332,16.27127,14.55462,7.866724,6.17309,0.198,1.598156,0
"2033",2025-07-11 08:50:00,2025-07-11 01:50:00,16.97,48.89,57.76,1.26,4.03,0.07,-0.05,7.95,82.2,16.98489,16.8771,16.26577,14.1369,7.803339,6.194055,0.178,1.436726,-0.3
"2034",2025-07-11 09:00:00,2025-07-11 02:00:00,16.96,48.89,57.76,1.29,4.11,0.08,-0.04,7.94,82.1,16.96893,16.80245,16.26174,14.26553,7.747034,6.176752,0.137,1.107164,0.3
"2035",2025-07-11 09:30:00,2025-07-11 02:30:00,16.9,48.78,57.71,1.29,4.14,0.66,0.51,7.94,82,16.92346,16.78665,16.20913,13.95867,7.641168,6.200525,0.177,1.428293,0.6
"2036",2025-07-11 09:40:00,2025-07-11 02:40:00,16.88,48.76,57.7,1.21,3.85,0.79,0.62,7.92,81.8,16.90246,16.80606,16.23846,14.21343,7.685724,6.218805,0.235,1.896801,-0.2
"2037",2025-07-11 09:50:00,2025-07-11 02:50:00,16.86,48.73,57.7,1.34,4.3,0.1,-0.02,7.92,81.7,16.8663,16.81414,16.22653,14.14938,7.701074,6.218042,0.306,2.468067,0.6
"2038",2025-07-11 10:00:00,2025-07-11 03:00:00,16.83,48.7,57.7,1.32,4.22,0.09,-0.03,7.92,81.7,16.84777,16.82104,16.23687,14.23596,7.719476,6.207269,0.442,3.562282,-0.1
"2039",2025-07-11 10:10:00,2025-07-11 03:10:00,16.82,48.67,57.68,1.14,3.6,0.02,-0.09,7.91,81.5,16.83297,16.81051,16.25201,14.25286,7.73501,6.208032,0.573,4.613516,0.1
"2040",2025-07-11 10:20:00,2025-07-11 03:20:00,16.79,48.65,57.71,1.25,3.98,0.07,-0.04,7.91,81.5,16.80496,16.79821,16.27712,14.26925,7.726556,6.228937,0.572,4.598587,-0.7
"2041",2025-07-11 10:30:00,2025-07-11 03:30:00,16.79,48.64,57.69,0.95,2.92,-0.03,-0.14,7.91,81.4,16.80038,16.77844,16.27825,14.3218,7.745843,6.293695,0.54,4.338133,0
